STN Code,Sampling Date,Month,Sampling Time,Stn Name,Type Water Body,Name Of Water Body,River Basin,District,State Name,Mon Agency,Frequency,Major Polluting Sources,Use Based Class, Visibility Effluent Discharge,Weather,Approx Depth,Human Activities,Floating Matter,Color,Odor,Flow,Temperature,Dissolved O2,pH,Conductivity,BOD,Nitrate N,Nitrite N,Fecal Coliform,Total Coliform,Fecal Streptococci,Turbidity,Phenophelene Alkanity,Total Alkalinity,Chlorides,COD,Total Kjeldahl N,Amonia N,Hardness CaCo3,Calcium CaCo3,Magnesium CaCo3,Sulphate,Sodium,Total Dissolved Solids,Total Fixed Solids,Total Suspended Solids,Phosphate,Boron,Potassium,Flouride,latitude,longitude
2179,07-01-2025,Jul,13:20:00,"Godavari river at Hanuman Ghat, Village. Nashik city, Taluka. Nashik, District. Nashik.",River,Godavri ,Godavri ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,"Bathing,Boating",Yes,Clear,None,0,NA,5,7.8,356,3.8,3.35,NA,17,170,1.8(BDL),5.2,5(BDL),64,19.49,16,1.5(BDL),0.4,80,46,34,19.36,10.74,282,210,44,0.77,0.5(BDL),1(BDL),0.2(BDL),20°00.546’,73°47.020’
2180,07-01-2025,Jul,14:05:00,"Godavari river at Tapovan,Village. Tapovan, Taluka. Nashik, District. Nashik.",River,Godavri ,Godavri ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,None,0,NA,5,7.9,289,4,3.24,NA,84,920,1.8(BDL),4.8,5(BDL),54,14,16,1.5(BDL),0.4,66,38,28,18.66,10.45,216,172,62,0.77,0.5(BDL),1(BDL),0.2(BDL),20°00.007’,73°48.907’
2181,07-01-2025,Jul,14:10:00,"Godavari river at Kapila. Godavari confluence point,  Village. Tapovan, Taluka. Nashik, District. Nashik.",River,Godavri ,Godavri ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,None,0,NA,5,7.9,522,3.2,3.24,NA,63,540,1.8(BDL),4.6,5(BDL),78,23.99,12,1.5(BDL),0.4,96,56,40,52.8,17.14,410,328,71,0.56,0.5(BDL),1(BDL),0.2(BDL),20°00.012’,73°48.914’
2182,07-01-2025,Jul,15:55:00,"Godavari river at Saikheda village,  Village. Saikheda, Taluka. Niphad, District. Nashik.",River,Godavri ,Godavri ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,None,0,NA,4.8,7.6,455,3.6,3.87,NA,20,280,1.8(BDL),5.9,5(BDL),74,22.99,16,NA,0.4,92,54,38,23.28,14.86,350,286,65,0.56,0.5(BDL),1(BDL),0.2(BDL),20°00.859’,74°00.350’
2183,07-01-2025,Jul,16:30:00,"Godavari river at Nandur.Madhmeshwar Dam, Village. Nandur, Taluka. Niphad, District. Nashik.",River,Godavri ,Godavri ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,NA,5.4,7.6,446,3,4.2,NA,13,120,1.8(BDL),5.2,5(BDL),76,27.49,12,1.5(BDL),0.4,94,56,38,23.63,15.75,340,269,63,0.69,0.5(BDL),1(BDL),0.2(BDL),20°00.535’,74°07.948’
2660,07-02-2025,Jul,05:35:00,"Darna river at Chehedi water works (pumping station), Village. Chehedi, Taluka. Nashik, District. Nashik.",River,Darna ,Darna ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,NA,5.6,7.7,279,4,3.68,NA,14,210,1.8(BDL),47.3,5(BDL),50,18.99,16,1.5(BDL),0.4,62,36,26,37.6,11.24,208,169,112,0.8,0.5(BDL),1(BDL),0.2(BDL),19° 55.873’,73° 51.429’
2661,07-02-2025,Jul,07:10:00,"Darna river at Aswali ( Darna Dam),Village. Aswali,Taluka. Igatpuri,District. Nashik.",River,Darna ,Darna ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,NA,5.4,8,245,3.4,2.26,NA,14,94,1.8(BDL),12.3,5(BDL),26,10.5,12,1.5(BDL),0.4,34,20,14,21.2,6.28,189,148,54,0.55,0.5(BDL),1(BDL),0.2(BDL),19° 48.184’,73° 44.276’
2662,07-02-2025,Jul,06:30:00,"Darna river at MES site pumping station, Village. Bhagur, Taluka. Nashik, District. Nashik.",River,Darna ,Darna ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,NA,5.6,8.1,259,3,2.93,NA,15,220,1.8(BDL),64.2,5(BDL),38,12.5,12,1.5(BDL),0.4,48,28,20,28.1,7.85,210,176,98,1.03,0.5(BDL),1(BDL),0.2(BDL),19° 52.114’,73° 49.662’
2663,07-02-2025,Jul,11:30:00,"Darna river at Bhagur pumping station near Pandhurli bridge, Village. Bhagur,Taluka. Nashik,District. Nashik.",River,Darna ,Darna ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,NA,5.5,8.1,219,3,3.01,NA,21,280,1.8(BDL),63.2,5(BDL),40,12,12,1.5(BDL),0.4,50,28,22,29.58,8.9,181,148,118,1.05,0.5(BDL),1(BDL),0.2(BDL),19° 52.306’,73° 50.235’
2664,07-03-2025,Jul,05:50:00,"Darna river at Sansari, Village. Sansari,Taluka. Nashik,District. Nashik.",River,Darna ,Darna ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,NA,5,7.9,366,3.8,3.61,NA,10,120,1.8(BDL),62.6,58,20(BDL),16.99,16,1.5(BDL),0.4,72,42,30,33.86,11.28,290,230,115,0.84,0.5(BDL),1(BDL),0.2(BDL),19° 54.350’,73° 50.546’
1253,07-04-2025,Jul,17:30:00,"Girna river at Malegaon road bridge, Village. Malegaon, Taluka. Malegaon, District. Nashik.",River,Girrna ,Girrna ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Bathing,Yes,Clear,None,NA,NA,5.6,8.2,488,3,1.99,NA,26,350,1.8(BDL),48.6,NA,128,57.98,12,1.5(BDL),0.4,126,74,52,71.44,40.64,389,316,66,0.57,0.5(BDL),1(BDL),0.2(BDL),20°32.106’,74°31.220’
1251,07-04-2025,Jul,00:00:00,"Tapi river at U/s, Bhusawal,Village. Bhusawal Railway Colony, Taluka. Bhusawal, District. Jalgaon.",River,Tapi ,Tapi ,Jalgaon,Maharashtra,Maharashtra PCB,Monthly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21°03.671’,75°47.537’
1313,07-04-2025,Jul,19:30:00,"Tapi river at Ajnad village, Village.Ajnad , Taluka. Raver, District.Jalgaon.",River,Tapi ,Tapi ,Jalgaon,Maharashtra,Maharashtra PCB,Monthly,None,No Information,None,Clear,Less than 50cm,Others,No,Clear,None,1,22,5.6,7.7,459,3,0.3(BDL),NA,13,280,1.8(BDL),18,5(BDL),122,14.5,12,1.5(BDL),0.4,122,66,46,135.12,12.68,362,310,58,0.79,0.5(BDL),1(BDL),0.2(BDL),21°14.696’,76°08.898’
2658,07-04-2025,Jul,00:00:00,"Bori river, D/S of Amalner, Village. Amalner, Taluka. Jalgaon, District. Jalgaon.",River,Bori ,Bori ,Jalgaon,Maharashtra,Maharashtra PCB,Monthly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21º 03.360',75º 04.283'
2667,07-04-2025,Jul,00:00:00,"Hiwara river at  D/S of Pachora, Village. Pachora,Taluka. Jalgaon,District. Jalgaon.",River,Hiwara ,Hiwara ,Jalgaon,Maharashtra,Maharashtra PCB,Monthly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20º 40.031',75º 21.464'
2674,07-04-2025,Jul,00:00:00,"Mor river  near Padalashe, Village. Padalashe,Taluka. Jalgaon, District. Jalgaon.",River,Mor ,Mor ,Jalgaon,Maharashtra,Maharashtra PCB,Monthly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21º 06.455',75º 47.515'
2710,07-04-2025,Jul,00:00:00,"Titur river at  D/S of Chalisgaon, Village. Chalisgaon,Taluka. Jalgaon,District. Jalgaon.",River,Titur ,Titur ,Jalgaon,Maharashtra,Maharashtra PCB,Monthly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20º 27.987',75º 01.165'
2718,07-04-2025,Jul,00:00:00,"Waghur river at. Sakegaon before Confluence with Tapi river, Village. Sakegaon,Taluka. Jalgaon,District. Jalgaon.",River,Waghur ,Waghur ,Jalgaon,Maharashtra,Maharashtra PCB,Monthly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21º 05.592',75º 41.642'
1252,07-04-2025,Jul,00:00:00,"Girna river at Jalgaon at intake of Girna pump huose, Village. Girna pump house area, Taluka. Jalgaon, District. Jalgaon.",River,Girna ,Girna ,Jalgaon,Maharashtra,Maharashtra PCB,Monthly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20°59.372’,75°30.942’
1314,07-02-2025,Jul,03:40:00,"Tapi river at Ubad village near Gujratborder, Village. Ubad, Taluka. Shahada, District. Nandurbar.",River,Tapi ,Tapi ,Dhule,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,20,5.2,7.8,989,3.6,2.77,NA,21,240,1.8(BDL),74.1,5(BDL),162,99.97,12,1.5(BDL),0.4,196,116,80,107.6,77.24,781,649,96,0.79,0.5(BDL),1(BDL),0.2(BDL),21°31.799’,74°19.149’
2652,07-02-2025,Jul,00:00:00,"Amravati river at D/s. of Dondaicha, Village. Dondaicha, Taluka. Dhule, District. Dhule.",River,Amravati ,Amravati ,Dhule,Maharashtra,Maharashtra PCB,Monthly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21º 19.688',74º 34.184'
2659,07-02-2025,Jul,00:00:00,"Burai river before confluence to Tapi river, Village. Mukudas, Taluka. Dhule, District. Dhule.",River,Burai ,Burai ,Dhule,Maharashtra,Maharashtra PCB,Monthly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21º 18.077',75º 47.818'
2666,07-01-2025,Jul,00:00:00,"Gomai river D/s. of Shahada, Village. Shahada,Taluka. Dhule,District. Dhule.",River,Gomai ,Gomai ,Dhule,Maharashtra,Maharashtra PCB,Monthly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21º 32.744',74º 27.618'
2670,07-01-2025,Jul,02:30:00,"Kan river at Sakri water works, Village. Sakri, Taluka. Dhule, District. Dhule.",River,Kan ,Kan ,Dhule,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,20,5.2,8.5,569,4.2,3.51,NA,12,110,1.8(BDL),5.2,5(BDL),108,46.99,16,1.5(BDL),0.4,132,76,56,44.02,43.94,469,402,38,0.78,0.5(BDL),1(BDL),0.2(BDL),20º 59.642',74º 17.48'
2684,07-01-2025,Jul,01:50:00,"Panzara river, Near Panzarakan SSK Ltd, Village. Panzara,Taluka. Dhule, District. Dhule.",River,Panzara ,Panzara ,Dhule,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,20,5.1,8.4,819,4.2,4.92,NA,26,540,1.8(BDL),4.8,5(BDL),138,50.48,16,1.5(BDL),0.4,166,98,68,74.38,52.06,659,528,32,0.96,0.5(BDL),1(BDL),0.2(BDL),20º 57.405',74º 17.598'
1907,07-01-2025,Jul,05:30:00,"Rangavali river at D/s of Navapur near Rangavali bridge, Village. Navapur, Taluka. Navapur, District. Nandurbar.",River,Rangavali ,Rangavali ,Dhule,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,20,5,7.3,266,4.6,3.61,NA,25,430,1.8(BDL),108.2,5(BDL),36,8.5,16,1.5(BDL),0.4,46,26,20,81.24,7.9,192,160,142,1.4,0.5(BDL),1(BDL),0.2(BDL),21°09.794',73°47.211'
1463,07-08-2025,Jul,07:30:00,"Nira river at Sarola bridge, Village. Sarola, Taluka.Bhor, District. Pune.",River,Nira ,Nira ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,A (Drinking Water source without conventional treatment but after disinfection),None,Clear,Less than 50cm,Others,Yes,Clear,None,0,25,6.2,8.1,181,3.6,1,NA,1.8(BDL),110,1.8(BDL),6.03,5(BDL),36,11.05,11.9,1.5(BDL),0.4,52,24,28,5(BDL),6.22,148,116,48,0.47,0.5(BDL),1(BDL),0.2(BDL),18°10.588',73°57.287 '
2191,07-03-2025,Jul,14:45:00,"Mutha river at Sangam bridge near Ganapathyghat, Village . Shivaji Nagar,  Taluka. Pune, District. Pune.",River,Mutha ,Mutha ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,A (Drinking Water source without conventional treatment but after disinfection),None,Clear,Less than 50cm,Others,Yes,Clear,None,0,27,4.6,7.4,255,5.6,2.66,NA,17,1600,1.8(BDL),3.85,5(BDL),42,16.94,15.8,1.5(BDL),0.4,72,38,34,16.24,12.97,209,165,20,1.04,0.5(BDL),1.99,0.6,18°31.815’,73°51.662’
2192,07-02-2025,Jul,13:00:00,"Mula - Mutha river at Mundhawa bridge,Village. Mundhawa,Taluka. Haweli,District. Pune.",River,Mula Mutha ,Mula Mutha ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,A (Drinking Water source without conventional treatment but after disinfection),None,Clear,Less than 50cm,Others,Yes,Clear,None,0,27.5,4.9,7.3,297,5.4,2.44,NA,21,1600,1.8(BDL),1.77,5(BDL),50,20.34,15.8,1.5(BDL),0.4,84,42,42,13.36,14.05,245,195,19,0.2(BDL),0.5(BDL),1.9,0.7,18°32.206’,73°56.015’
2193,07-03-2025,Jul,10:50:00,"Mula river at Aundh bridge, Village. Aundhgaon,Taluka. Haweli, District. Pune.",River,Mula ,Mula ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,A (Drinking Water source without conventional treatment but after disinfection),None,Clear,Less than 50cm,Others,Yes,Clear,None,0,26,5.3,7.7,646,5.8,1.3,NA,23,1600,1.8(BDL),15.5,5(BDL),104,15.15,19.8,2.24,0.45,186,94,92,9.24,8.88,525,418,46,1.04,0.5(BDL),1.08,0.6,18°34.049’,73°48.675’
2194,07-03-2025,Jul,18:30:00,"Mula river at Harrison bridge near Mula.Pawana sangam, Village. Bopodi,Taluka. Haweli, District. Pune.",River,Mula ,Mula ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,A (Drinking Water source without conventional treatment but after disinfection),None,Clear,Less than 50cm,Others,Yes,Clear,None,0,27,4.5,7.3,254,6.6,2.73,NA,24,1600,1.8(BDL),4.09,5(BDL),44,15.8,19.8,1.68,0.4,72,40,32,5(BDL),12.39,206,160,21,1.31,0.5(BDL),1.96,0.8,18°34.462’,73°50.139’
2195,07-04-2025,Jul,15:30:00,"Nira river at D/s of Jubilant Organosis,  Village. Nimbut, Taluka. Baramati, District. Pune.",River,Nira ,Nira ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,A (Drinking Water source without conventional treatment but after disinfection),None,Clear,Less than 50cm,Others,Yes,Clear,None,0,27,5.5,8.2,281,5.8,1.51,NA,7.8,280,1.8(BDL),1.68,5(BDL),62,18.44,32.7,1.5(BDL),0.4,80,44,36,9.54,15.49,225,180,16,0.26,0.5(BDL),1(BDL),0.4,18°06.093’,74°14.038’
2682,07-06-2025,Jul,16:20:00,"Nira river at U/s of Jubilant Organosis, Village. Nira (Dattaghat),Taluka. Baramati, District. Pune.",River,Nira ,Nira ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,A (Drinking Water source without conventional treatment but after disinfection),None,Clear,Less than 50cm,Others,Yes,Clear,None,0,26,6.1,8.3,278,4.6,1.3,NA,20,430,1.8(BDL),1.63,5(BDL),66,18.29,19.8,1.5(BDL),0.4,82,46,36,12.5,15.58,220,176,12,0.68,0.5(BDL),1(BDL),0.3,18° 05.811’,74° 12.730’
2656,07-07-2025,Jul,08:45:00,"Bhima river. Backwater of Ujani Dam, near raw water pump house, Village. Kumbargaon, Taluka. Indapur, District. Pune.",River,Bhima ,Bhima ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,A (Drinking Water source without conventional treatment but after disinfection),None,Clear,Less than 50cm,Others,Yes,Clear,None,0,25,6,7.9,383,4.4,1.41,NA,2,350,1.8(BDL),3.13,5(BDL),68,27.89,15.8,1.5(BDL),0.4,110,54,56,31.85,24.44,305,245,32,0.2(BDL),0.5(BDL),2.06,0.2(BDL),18° 16.341’,74° 47.893’
2678,07-03-2025,Jul,14:20:00,"Mutha river near Veer Savarkar Bhavan, Village. Pune  M.C, Taluka. Pune, District .Pune.",River,Mutha ,Mutha ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,A (Drinking Water source without conventional treatment but after disinfection),None,Clear,Less than 50cm,Others,Yes,Clear,None,0,27,4.8,7.4,238,7,2.36,NA,33,1600,1.8(BDL),4.06,5(BDL),38,15.45,23.7,4.48,1.83,68,32,36,5(BDL),11.09,193,154,27,1.1,0.5(BDL),1.67,0.7,18° 31.287’,73° 51.018’
2679,07-03-2025,Jul,14:20:00,"Mutha river at Deccan bridge, Village. Deccan,Taluka. Pune, District. Pune.",River,Mutha ,Mutha ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,A (Drinking Water source without conventional treatment but after disinfection),None,Clear,Less than 50cm,Others,Yes,Clear,None,0,27,4.2,7.4,238,8,2.4,NA,21,1600,1.8(BDL),4.42,5(BDL),42,15.1,23.7,2.24,0.4,70,34,36,5(BDL),11.55,195,156,31,1.25,0.5(BDL),1.59,0.5,18° 30.910’,73° 50.677’
1189,07-03-2025,Jul,12:45:00,"Bhima river at Pune (Mutha river) at U/s of Vithalwadi near Shankar Mandir, Village. Vithalwadi, Taluka. Haweli, District. Pune.",River,Bhima ,Bhima ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,A (Drinking Water source without conventional treatment but after disinfection),None,Clear,Less than 50cm,Others,Yes,Clear,None,0,26,5.5,7.4,273,5.4,2.84,NA,9.2,1600,1.8(BDL),4.53,5(BDL),60,16.44,15.8,1.68,0.4,78,40,38,7.83,12.42,222,178,23,0.93,0.5(BDL),2.54,0.2(BDL),18°29.012 ’,73°49.554’
1190,07-02-2025,Jul,14:15:00,"Bhima river at D/s of Bundgarden, Village . Yerwada,Taluka. Haweli, District. Pune.",River,Bhima ,Bhima ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,A (Drinking Water source without conventional treatment but after disinfection),None,Clear,Less than 50cm,Others,Yes,Clear,None,0,27.5,4.3,7.3,285,6.2,2.33,NA,4.5,540,1.8(BDL),2.36,5(BDL),46,18.19,19.8,1.5(BDL),0.4,82,40,42,16.74,13.52,233,180,21,1.18,0.5(BDL),1.79,0.8,18°32.647 ’,73°52.946’
1191,07-03-2025,Jul,15:35:00,"Bhima river after confluence with Mula.Mutha at Pargaon near Vasant Bandara,Village. Pargaon,Taluka. Daund, District. Pune.",River,Bhima ,Bhima ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,A (Drinking Water source without conventional treatment but after disinfection),None,Clear,Less than 50cm,Others,Yes,Clear,None,0,27,5.5,7.5,352,4.4,2.3,NA,1.8(BDL),94,1.8(BDL),1.99,5(BDL),60,28.89,11.9,1.68,0.4,100,54,46,24.27,20.38,285,220,16,0.2(BDL),0.5(BDL),2.8,0.3,18°34.074 ’,74°22.681’
1192,07-07-2025,Jul,09:30:00,"Bhima river at Daund near Mahadev temple,Village. Daund, Taluka. Daund, District. Pune.",River,Bhima ,Bhima ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,A (Drinking Water source without conventional treatment but after disinfection),None,Clear,Less than 50cm,Others,Yes,Clear,None,0,25,5.9,8.2,470,5.2,1.56,NA,21,540,1.8(BDL),1.96,5(BDL),84,41.49,19.8,1.5(BDL),0.4,134,74,60,24.27,35.92,373,298,12,0.2(BDL),0.5(BDL),2.92,0.2(BDL),18°28.234 ’,74°35.235’
2680,07-03-2025,Jul,12:10:00,"Mutha river at Khadakvasla Dam, Village. Khadakvasla,Taluka. Haweli, District. Pune.",River,Mutha ,Mutha ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,No Information,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,25,6.3,8.3,171,2.6,0.87,NA,14,920,1.8(BDL),15.3,5(BDL),34,6.45,7.9,1.5(BDL),0.4,52,28,24,9.54,13.17,139,112,18,0.36,0.5(BDL),1.86,0.2(BDL),18° 26.433’,73° 46.411’
2197,07-02-2025,Jul,17:50:00,"Indrayani river at D/s of Alandigaon, Village. Alandigaon, Taluka. Haweli, District. Pune.",River,Indrayani ,Indrayani ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,No Information,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,25,0,7.5,194,5.4,1.28,NA,12,1600,1.8(BDL),4.84,5(BDL),48,15,15.8,1.5(BDL),0.4,56,36,20,7.83,9.44,160,122,22,0.99,0.5(BDL),1.39,0.7,18°39.428’,73°54.600’
2655,07-03-2025,Jul,15:35:00,"Bhima river at Koregaon near Koregaon bridge, Village. Koregaon,Taluka. Shirur, District. Pune.",River,Bhima ,Bhima ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,No Information,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,25,4.8,7.7,296,6.8,2.37,NA,17,920,1.8(BDL),6.17,5(BDL),60,19.14,23.7,1.5(BDL),0.4,84,42,42,23.43,33.4,240,192,30,0.2(BDL),0.5(BDL),3.34,0.4,18° 38.712’,74° 03.303’
2665,07-03-2025,Jul,13:05:00,"Ghod river at Shirur, Village. Shirur,Taluka. Shirur,District. Pune.",River,Ghod ,Ghod ,Pune,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,25,5,8.4,823,6.4,2.19,NA,9.3,350,1.8(BDL),1.35,12,140,79.18,19.8,1.68,0.4,232,116,116,32.43,74.36,668,535,13,0.24,0.5(BDL),2.01,0.3,18° 49.961’,74° 23.504’
2668,07-02-2025,Jul,17:40:00,"Indrayani river at D/s of Moshi village. Village. Moshi,  Taluka. Haweli, District. Pune.",River,Indrayani ,Indrayani ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,No Information,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,25,5.8,7.7,204,4.4,1.59,NA,21,1600,1.8(BDL),7.95,NA,52,17.04,11.9,1.5(BDL),0.4,60,38,22,9.24,11.72,165,118,27,0.93,0.5(BDL),1.7,0.6,18° 41.019’,73° 52.713’
2669,07-02-2025,Jul,17:10:00,"Indrayani river at U/s of Moshigaon,Village. Moshi, Taluka. Haweli, District. Pune.",River,Indrayani ,Indrayani ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,No Information,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,25,5.4,7.6,191,5,1.12,NA,11,1600,1.8(BDL),6.97,5(BDL),54,16.39,15.8,1.68,0.4,58,32,26,5(BDL),8.41,154,125,24,0.58,0.5(BDL),1.16,0.4,18° 41.331’,73° 50.793’
2677,07-03-2025,Jul,16:15:00,"Mula.Mutha river at D/s of Theur, Village. Theur, Taluka. Haweli, District. Pune.",River,Mula Mutha ,Mula Mutha ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,No Information,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,24,5,7.5,281,6,2.16,NA,21,350,1.8(BDL),3.14,5(BDL),54,16.44,19.8,1.5(BDL),0.4,82,40,42,9.91,14.53,228,185,18,0.41,0.5(BDL),1.88,0.5,18° 31.846’,74° 20.895’
2715,07-03-2025,Jul,15:05:00,"Vel river at Shikrapur, Village. Shikrapur,Taluka. Shirur, District. Pune.",River,Velu ,Velu ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,No Information,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,25,5.5,8.5,605,5,2.83,NA,11,540,1.8(BDL),1.13,16,128,39.64,15.8,1.5(BDL),0.4,170,88,82,28.6,33.86,490,392,10(BDL),0.2(BDL),0.5(BDL),3.73,0.4,18° 41.614’,74° 08.120’
2196,07-02-2025,Jul,15:47:00,"Pawana river at Sangavigaon,  Village. Sangavigaon, Taluka. Haweli, District. Pune.",River,Pawana ,Pawana ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,No Information,None,Clear,Less than 50cm,Others,Yes,Clear,None,0,26,5.8,7.3,323,3,2.68,NA,9.3,1600,1.8(BDL),2.43,5(BDL),56,21.89,7.9,1.5(BDL),0.4,92,46,46,22.36,15.01,260,205,17,1.04,0.5(BDL),2.22,0.5,18°34.540’,73°49.535’
