STN Code,Sampling Date,Month,Sampling Time,Stn Name,Type Water Body,Name Of Water Body,River Basin,District,State Name,Mon Agency,Frequency,Major Polluting Sources,Use Based Class, Use of Water in Down Stream, Visibility Effluent Discharge,Weather,Approx Depth,Human Activities,Floating Matter,Color,Odor,Flow,Temperature,Dissolved O2,pH,Conductivity,BOD,Nitrate N,Fecal Coliform,Total Coliform,Fecal Streptococci,Turbidity,Phenophelene Alkanity,Total Alkalinity,Chlorides,COD,Total Kjeldahl N,Amonia N,Hardness CaCo3,Calcium CaCo3,Magnesium CaCo3,Sulphate,Sodium,Total Dissolved Solids,Total Fixed Solids,Total Suspended Solids,Phosphate,Boron,Potassium,Flouride,Remark,latitude,longitude
2682,08-07-2025,Aug,11:55:00,"Nira river at U/s of Jubilant Organosis, Village. Nira (Dattaghat),Taluka. Baramati, District. Pune.",River,Nira ,Nira ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,A (Drinking Water source without conventional treatment but after disinfection),#N/A,None,Clear,Less than 50cm,Others,Yes,Clear,None,0,27.5,6.7,8.3,420,3.8,0.72,6,350,1.8(BDL),1(BDL),8,88,33.29,12,2.24,0.7,120,60,60,6.71,43.26,335,274,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.4,NA,18° 05.811’,74° 12.730’
2656,08-04-2025,Aug,15:55:00,"Bhima river. Backwater of Ujani Dam, near raw water pump house, Village. Kumbargaon, Taluka. Indapur, District. Pune.",River,Bhima ,Bhima ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,A (Drinking Water source without conventional treatment but after disinfection),#N/A,None,Clear,Less than 50cm,Others,Yes,Clear,None,0,27.5,4.5,8.2,633,8,0.78,1.8(BDL),540,1.8(BDL),2.24,6,126,74.18,32.1,1.68,0.46,178,92,86,5.4,62.58,496,402,14,0.2(BDL),0.5(BDL),3.13,0.2(BDL),NA,18° 16.341’,74° 47.893’
2678,08-05-2025,Aug,14:05:00,"Mutha river near Veer Savarkar Bhavan, Village. Pune  M.C, Taluka. Pune, District .Pune.",River,Mutha ,Mutha ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,A (Drinking Water source without conventional treatment but after disinfection),#N/A,None,Clear,Less than 50cm,Others,Yes,Clear,None,0,27.5,2.2,7.4,456,28,2.21,540,1600,4.5,9.72,5(BDL),100,39.69,88,7.28,3.1,156,80,76,5.25,30.95,433,354,42,0.35,2.6,5.94,0.7,NA,18° 31.287’,73° 51.018’
2679,08-05-2025,Aug,14:15:00,"Mutha river at Deccan bridge, Village. Deccan,Taluka. Pune, District. Pune.",River,Mutha ,Mutha ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,A (Drinking Water source without conventional treatment but after disinfection),#N/A,None,Clear,Less than 50cm,Others,Yes,Clear,None,0,27.5,2.1,7.4,551,28,3.11,20,1600,6.1,8.43,5(BDL),104,44.44,92,11.2,5.14,158,82,76,5(BDL),30.8,436,358,44,0.32,2.7,5.81,0.8,NA,18° 30.910’,73° 50.677’
1189,08-05-2025,Aug,14:50:00,"Bhima river at Pune (Mutha river) at U/s of Vithalwadi near Shankar Mandir, Village. Vithalwadi, Taluka. Haweli, District. Pune.",River,Bhima ,Bhima ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,A (Drinking Water source without conventional treatment but after disinfection),#N/A,None,Clear,Less than 50cm,Others,Yes,Clear,None,0,27.5,1.3,7.5,606,26,1.84,48,1600,4.5,7.31,5(BDL),120,44.49,80,6.72,2.64,174,88,86,5(BDL),30.71,479,390,34,0.2(BDL),1.8,5.41,0.7,NA,18°29.012 ’,73°49.554’
1190,08-05-2025,Aug,11:55:00,"Bhima river at D/s of Bundgarden, Village . Yerwada,Taluka. Haweli, District. Pune.",River,Bhima ,Bhima ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,A (Drinking Water source without conventional treatment but after disinfection),#N/A,None,Clear,Less than 50cm,Others,Yes,Clear,None,0,27.5,3.9,7.4,478,13,0.83,17,1600,2,3.86,90,20(BDL),41.24,40,3.36,1.5,134,66,68,6.29,28.38,378,306,10(BDL),0.2(BDL),1.7,4.72,0.9,NA,18°32.647 ’,73°52.946’
1191,08-04-2025,Aug,13:20:00,"Bhima river after confluence with Mula.Mutha at Pargaon near Vasant Bandara,Village. Pargaon,Taluka. Daund, District. Pune.",River,Bhima ,Bhima ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,A (Drinking Water source without conventional treatment but after disinfection),#N/A,None,Clear,Less than 50cm,Others,Yes,Clear,None,0,28,3.2,7.3,370,13.5,0.92,1.8(BDL),350,1.8(BDL),1.81,5(BDL),68,32.49,48.2,2.8,0.83,104,54,50,5(BDL),25.27,292,237,11,0.2(BDL),0.5(BDL),4.78,0.2(BDL),NA,18°34.074 ’,74°22.681’
1192,08-04-2025,Aug,14:40:00,"Bhima river at Daund near Mahadev temple,Village. Daund, Taluka. Daund, District. Pune.",River,Bhima ,Bhima ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,A (Drinking Water source without conventional treatment but after disinfection),#N/A,None,Clear,Less than 50cm,Others,Yes,Clear,None,0,28,3.8,7.8,368,12,1.24,1.8(BDL),1600,1.8(BDL),1.19,5(BDL),64,32.29,60.2,2.24,0.59,102,50,52,8.16,27.97,288,232,15,0.2(BDL),0.7,1.98,0.2(BDL),NA,18°28.234 ’,74°35.235’
2680,08-05-2025,Aug,11:05:00,"Mutha river at Khadakvasla Dam, Village. Khadakvasla,Taluka. Haweli, District. Pune.",River,Mutha ,Mutha ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,No Information,#N/A,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,25,6.7,8.2,112,3.4,0.55,11,350,1.8(BDL),1.27,5(BDL),20(BDL),7.35,12,1.5(BDL),0.4,34,16,18,7.25,5(BDL),92,75,11,0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),NA,18° 26.433’,73° 46.411’
2197,08-05-2025,Aug,12:45:00,"Indrayani river at D/s of Alandigaon, Village. Alandigaon, Taluka. Haweli, District. Pune.",River,Indrayani ,Indrayani ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,No Information,#N/A,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,23,5.4,7.8,324,6.2,0.73,40,1600,6.8,1.29,5(BDL),62,25.59,20,2.8,0.67,94,48,46,13.12,14.11,258,208,11,0.58,1.2,1.9,0.5,NA,18°39.428’,73°54.600’
2655,08-06-2025,Aug,15:10:00,"Bhima river at Koregaon near Koregaon bridge, Village. Koregaon,Taluka. Shirur, District. Pune.",River,Bhima ,Bhima ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,No Information,#N/A,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,24,5.8,8.1,363,4.2,0.72,70,540,6.8,1(BDL),5(BDL),76,32.64,16,1.68,0.62,104,50,54,34.84,29.83,287,230,11,0.24,0.9,1(BDL),0.2(BDL),NA,18° 38.712’,74° 03.303’
2665,08-06-2025,Aug,14:05:00,"Ghod river at Shirur, Village. Shirur,Taluka. Shirur,District. Pune.",River,Ghod ,Ghod ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,No Information,#N/A,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,25,6.3,8.2,371,3.6,0.43,70,350,40,1(BDL),5(BDL),82,27.39,12,2.24,0.63,106,56,50,34.52,30.04,291,236,11,0.26,0.5(BDL),1(BDL),0.2(BDL),NA,18° 49.961’,74° 23.504’
2668,08-05-2025,Aug,13:05:00,"Indrayani river at D/s of Moshi village. Village. Moshi,  Taluka. Haweli, District. Pune.",River,Indrayani ,Indrayani ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,No Information,#N/A,Industrial,Clear,Less than 50cm,Others,Yes,Light Brown,None,0,23,4.3,7.6,337,7.4,0.46,170,1600,14,1.33,5(BDL),64,24.04,28,2.24,0.57,88,46,42,6.32,15.73,266,216,12,0.25,1.5,2.36,0.6,NA,18° 41.019’,73° 52.713’
2669,08-05-2025,Aug,15:00:00,"Indrayani river at U/s of Moshigaon,Village. Moshi, Taluka. Haweli, District. Pune.",River,Indrayani ,Indrayani ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,No Information,#N/A,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,23,5,7.7,321,6.4,0.63,33,1600,1.8(BDL),1.8,5(BDL),62,21.84,24,1.68,0.47,92,44,48,6.53,14.89,255,205,13,0.28,1.6,1.83,0.2(BDL),NA,18° 41.331’,73° 50.793’
2677,08-06-2025,Aug,15:45:00,"Mula.Mutha river at D/s of Theur, Village. Theur, Taluka. Haweli, District. Pune.",River,Mula Mutha ,Mula Mutha ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,No Information,#N/A,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,24,5.2,8.1,365,7.8,1.32,70,1600,27,1(BDL),5(BDL),74,25.54,36,1.68,0.8,104,48,56,24.92,32.21,289,234,12,0.32,0.7,1(BDL),0.2(BDL),NA,18° 31.846’,74° 20.895’
2715,08-06-2025,Aug,14:30:00,"Vel river at Shikrapur, Village. Shikrapur,Taluka. Shirur, District. Pune.",River,Velu ,Velu ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,No Information,#N/A,Industrial,Clear,Less than 50cm,Others,Yes,Clear,None,0,24,5.5,8.2,359,5,0.85,110,920,9.3,1(BDL),5(BDL),74,27.54,16,1.5(BDL),0.45,102,48,54,36.52,29.5,284,232,12,0.39,0.5(BDL),1(BDL),0.2(BDL),NA,18° 41.614’,74° 08.120’
2196,08-06-2025,Aug,11:25:00,"Pawana river at Sangavigaon,  Village. Sangavigaon, Taluka. Haweli, District. Pune.",River,Pawana ,Pawana ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,No Information,#N/A,None,Clear,Less than 50cm,Others,Yes,Clear,None,0,27,3.4,7.6,758,13.5,0.81,220,1600,23,14.1,5(BDL),126,95.02,40,7.28,3.14,214,108,106,6.79,49.06,501,406,36,0.35,1.7,7.85,0.4,NA,18°34.540’,73°49.535’
2690,08-04-2025,Aug,16:30:00,"Pawana river at Kasarwadi, Village. Kasarwadi, Taluka. Haweli, District. Pune.",River,Pawana ,Pawana ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,No Information,#N/A,None,Clear,Less than 50cm,Others,Yes,Clear,None,0,27,3.2,7.5,693,15,1.04,220,1600,11,9.95,5(BDL),140,75.08,52.2,3.92,1.43,196,94,102,5.8,42.82,535,425,29,0.51,0.5(BDL),6.7,0.7,NA,18° 36.137’,73° 49.306’
2691,08-06-2025,Aug,12:44:00,"Pawana river at  Dapodi bridge, at Pawana. Mulla Sangam,  Village. Dapodi, Taluka. Haweli, District. Pune.",River,Pawana ,Pawana ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,No Information,#N/A,None,Clear,Less than 50cm,Others,Yes,Clear,None,0,26,3.9,7.5,837,9.5,0.55,280,1600,41,8.27,5(BDL),142,71.23,36,5.04,2.2,234,116,118,7.06,48.67,662,536,28,0.2(BDL),1.9,5.48,0.6,NA,18° 34.429’,73° 49.909’
2692,08-04-2025,Aug,15:30:00,"Pawana river at Ravet Weir, Village. Ravet, Taluka. Haweli, District. Pune.",River,Pawana ,Pawana ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,No Information,#N/A,None,Clear,Less than 50cm,Others,Yes,Clear,None,0,27,4.7,7.9,374,7.2,0.61,1.8(BDL),350,1.8(BDL),1.23,5(BDL),70,18.54,24.1,1.5(BDL),0.4,106,56,50,5(BDL),13.53,291,235,15,0.2(BDL),0.5(BDL),1.05,0.2(BDL),NA,18° 38.374’,73° 44.867’
2693,08-04-2025,Aug,16:00:00,"Pawana river at Chinchwadgaon, Village. Chinchwadgaon,Taluka. Haweli,District. Pune.",River,Pawana ,Pawana ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,No Information,#N/A,None,Clear,Less than 50cm,Others,Yes,Clear,None,0,27,4.1,7.9,420,8.6,0.79,70,1600,11,1.28,5(BDL),76,27.54,32.1,1.68,0.4,118,60,58,5(BDL),17.51,322,264,10(BDL),0.37,0.5(BDL),2.08,0.6,NA,18° 37.553’,73° 46.681’
2694,08-04-2025,Aug,16:45:00,"Pawana river at Pimprigaon, Village. Pimprigaon, Taluka. Haweli, District. Pune.",River,Pawana ,Pawana ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,No Information,#N/A,None,Clear,Less than 50cm,Others,Yes,Clear,None,0,27,3.5,7.6,638,12.5,1.12,110,1600,1.8(BDL),6.63,5(BDL),132,51.28,44.2,3.36,1.35,180,92,88,7.32,38.89,495,400,22,0.91,0.5(BDL),7.35,0.5,NA,18° 37.301’,73° 47.903’
36,08-05-2025,Aug,12:30:00,"Krishna river at Krishna bridge, ( Krishna river at NH.4 bridge ) Village. Karad, Taluka. Karad, District. Satara.",River,Krishna ,Krishna ,Satara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),#N/A,Industrial,Raining,Less than 50cm,"Bathing,Washing",Yes,Light Brown,Odor Free,0,26,6.2,8,261,2.8,0.53,70,540,1.8(BDL),2.1,5(BDL),40,14,8,2.24,0.59,74,30,44,5.37,13.2,209,171,12,0.2(BDL),1.3,1(BDL),0.2(BDL),NA,17°17.690’,74°11.321’
2186,08-07-2025,Aug,08:30:00,"Venna river at Varye, Village . Varye,Taluka. Satara, District. Satara.",River,Venna ,Venna ,Satara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),#N/A,Industrial,Raining,Less than 50cm,"Bathing,Washing",Yes,Clear,Odor Free,0,24,6,8.2,208,5.2,0.81,4.5,170,1.8(BDL),4.06,5(BDL),46,6.75,16,1.5(BDL),0.46,60,30,30,7.25,6.24,165,137,16,0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),NA,17°43.793’,73°58.928’
2187,08-04-2025,Aug,11:10:00,"Krishna river at Kshetra Mahuli, Village. Kshetra.Mahuli,Taluka. Mahuli, District. Satara.",River,Krishna ,Krishna ,Satara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),#N/A,Industrial,Raining,Less than 50cm,"Bathing,Washing",Yes,Light Brown,Odor Free,0,26,5.5,7.9,280,4.2,0.87,21,540,1.8(BDL),3.09,5(BDL),66,12.8,16,1.68,0.51,82,44,38,5(BDL),11.52,223,182,12,0.22,0.5(BDL),1(BDL),0.4,NA,17°41.735’,74°03.286’
2188,08-04-2025,Aug,11:30:00,"Krishna river at Krishna. Venna Sangam Mahuli , Village. Mahuli,Taluka. Mahuli, District. Satara.",River,Krishna ,Krishna ,Satara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),#N/A,Industrial,Raining,Less than 50cm,"Bathing,Washing",Yes,Light Brown,Odor Free,0,27,5.9,7.9,292,4,0.73,32,540,1.8(BDL),2.42,5(BDL),68,12.9,16,2.24,0.76,86,44,42,5.51,11.72,229,186,11,0.2(BDL),0.5(BDL),1(BDL),0.3,NA,17°41.445’,74°03.088’
2189,08-05-2025,Aug,11:30:00,"Koyna River at Karad, Village. Karad,Taluka. Karad, District. Satara.",River,Koyna ,Koyna ,Satara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),#N/A,Industrial,Raining,Less than 50cm,"Bathing,Washing",Yes,Light Green,Odor Free,0,26,5.9,8.1,172,4.6,0.72,12,540,1.8(BDL),2.89,5(BDL),38,7.9,16,2.8,0.67,50,26,24,5.37,9.15,136,112,11,0.2(BDL),1.2,1(BDL),0.2(BDL),NA,17°16.668’,74°10.528’
2190,08-07-2025,Aug,10:30:00,"Krishna river at Wai, Village. Wai,Taluka. Wai,District. Satara.",River,Krishna ,Krishna ,Satara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),#N/A,Industrial,Raining,Less than 50cm,"Bathing,Washing",Yes,Clear,Odor Free,0,25,5.2,8.1,528,7.2,1.06,1.8(BDL),350,1.8(BDL),1(BDL),5(BDL),108,15.95,24,2.24,0.55,150,72,78,7.25,17.01,418,337,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),NA,17°34.304’,74°02.862’
2681,08-04-2025,Aug,04:00:00,"Nira river at Sangavi, Village. Sangavi, Taluka. Phaltan, District. Satara.",River,Nira ,Nira ,Satara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),#N/A,Industrial,Raining,Less than 50cm,"Bathing,Washing",Yes,Clear,Odor Free,0,27,6.1,8.3,149,4,0.44,1.8(BDL),33,1.8(BDL),2.2,12,32,7.35,12,3.36,0.96,44,20,24,5(BDL),6,118,96,11,0.2(BDL),0.9,1(BDL),0.3,NA,18° 03.424’,74° 29.320’
2683,08-04-2025,Aug,02:30:00,"Nira river at Shindewadi,  Village. Shirval, Taluka. Khandala, District. Satara.",River,Nira ,Nira ,Satara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),#N/A,Industrial,Raining,Less than 50cm,"Bathing,Washing",Yes,Light Brown,Odor Free,0,27,5.4,8.1,166,5.2,0.59,17,540,1.8(BDL),5.52,5(BDL),34,10.45,20,2.24,0.63,46,22,24,5(BDL),5.94,133,109,16,0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),NA,18° 08.771’,73° 59.044’
2711,08-05-2025,Aug,10:00:00,"Urmodi river at Nagthne, Village. Nagthane,Taluka. Satara, District. Satara.",River,Urmodi ,Urmodi ,Satara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),#N/A,Industrial,Raining,Less than 50cm,"Bathing,Washing",Yes,Light Brown,Odor Free,0,25,5.1,7.9,415,7.6,0.81,14,540,1.8(BDL),6.14,5(BDL),82,21.74,28,2.8,0.65,116,60,56,5(BDL),18.83,328,265,23,0.2(BDL),0.6,1(BDL),0.2(BDL),NA,17° 34.305’,74° 02.863’
2716,08-07-2025,Aug,04:00:00,"Venna river at  Mahabaleshwar, Village. Mahabaleshwar, Taluka. Mahabaleshwar, District. Satara.",River,Venna ,Venna ,Satara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),#N/A,Industrial,Raining,Less than 50cm,"Bathing,Washing",Yes,Clear,Odor Free,0,24,6.4,7.5,45,3.8,0.52,17,220,1.8(BDL),2.34,5(BDL),20(BDL),6.75,12,1.5(BDL),0.4,16,8,8,7.85,5(BDL),36,30,12,0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),NA,17° 55.296’,73° 41.475’
2717,08-04-2025,Aug,09:50:00,"Venna river at Mahuli, Village. Mahuli, Taluka. Mahuli, District. Satara.",River,Venna ,Venna ,Satara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),#N/A,Industrial,Raining,Less than 50cm,"Bathing,Washing",Yes,Light Brown,Odor Free,0,26,6.4,8.1,277,3.6,0.62,46,350,1.8(BDL),3.69,5(BDL),60,14.2,12,2.24,0.7,80,40,40,5(BDL),11.08,221,181,11,0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),NA,17° 41.566’,74° 03.043’
1194,08-07-2025,Aug,12:15:00,"Krishna river at Dhom Dam, Village. Wai, Taluka.Mahabaleshwar, District.Satara.",River,Krishna ,Krishna ,Satara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),#N/A,Industrial,Raining,Less than 50cm,"Bathing,Washing",Yes,Clear,Odor Free,0,25,6.8,8.2,111,2.4,0.41,1.8(BDL),350,1.8(BDL),1(BDL),5(BDL),20(BDL),10.55,8,1.5(BDL),0.4,32,10,22,6.95,5(BDL),88,70,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),NA,17° 58’,73° 50’
28,08-08-2025,Aug,10:15:00,"Bhima river at Takli near Karnataka border, Village. Takali, Taluka. South Solapur,  District. Solapur.",River,Bhima ,Bhima ,Solapur,Maharashtra,Maharashtra PCB,Monthly,None,C (Drinking water source),#N/A,None,Clear,Greater than 100cm,Others,No,Clear,None,0,27,5.1,8.2,721,8.2,1.23,11,240,1.8(BDL),1.88,5(BDL),142,67.43,32,1.68,0.56,204,112,92,8.54,59.79,570,466,14,0.2(BDL),0.5(BDL),1.81,0.3,NA,17°24.910’,75°50.766 ’
1188,08-07-2025,Aug,14:15:00,"Bhima river at Narsingpur  near Sangam bridge after confluence with Nira, Village. Narsingpur, Taluka.Malshiros, District. Solapur.",River,Bhima ,Bhima ,Solapur,Maharashtra,Maharashtra PCB,Monthly,None,C (Drinking water source),#N/A,None,Clear,Greater than 100cm,Others,No,Clear,None,0,30,5.2,8.3,610,7.2,1,350,1600,49,1.59,5(BDL),108,62.23,28,1.68,0.53,172,86,86,36,29.88,483,392,13,0.51,1,1(BDL),0.2(BDL),NA,17° 30’,75° 30’
1911,08-07-2025,Aug,12:25:00,"Chandrabhaga river at U/s of Pandharpur town, Village. Gursale,Taluka. Pandharpur, District. Solapur.",River,Chandrabhaga ,Chandrabhaga ,Solapur,Maharashtra,Maharashtra PCB,Monthly,None,C (Drinking water source),#N/A,None,Clear,Greater than 100cm,Others,No,Clear,None,0,30,5.1,8.2,816,7.6,0.92,12,430,1.8(BDL),2.41,5(BDL),162,82.42,32,2.24,0.69,228,118,110,8.51,32.85,648,530,11,0.22,0.5(BDL),1.99,0.2(BDL),NA,17°43.797',75°18.745'
1912,08-07-2025,Aug,11:30:00,"Chandrabhaga river at D/s of Pandharpur town rear Vishnupant Mandir, Village. Gopalpur,Taluka. Pandharpur,District. Solapur.",River,Chandrabhaga ,Chandrabhaga ,Solapur,Maharashtra,Maharashtra PCB,Monthly,None,B (Outdoor bathing(Organized)),#N/A,None,Clear,Greater than 100cm,"Bathing,Washing,Boating",No,Clear,None,0,30,4.7,8.3,796,8.6,1.56,1.8(BDL),540,1.8(BDL),2.43,6,154,78.93,36,1.5(BDL),0.4,224,114,110,8.16,48.57,624,510,16,0.93,0.5(BDL),1.16,0.7,NA,17°40.086',75°20.839'
2705,08-08-2025,Aug,10:15:00,"Sina river near Laboti toll naka, Village. Laboti,Taluka. Mohal, District. Solapur.",River,Sina ,Sina ,Solapur,Maharashtra,Maharashtra PCB,Monthly,None,No Information,#N/A,None,Clear,Greater than 100cm,Others,No,Clear,None,0,28,4.9,8,575,8.4,1.36,110,920,40,28.2,5(BDL),106,56.63,32,1.5(BDL),0.42,164,82,82,36,28.54,448,361,70,0.32,1.1,1(BDL),0.4,NA,17° 47.095’,75° 42.577’
2789,08-07-2025,Aug,13:35:00,"Nalla at D/s of Aklai Mandir, Village. Aklai, Taluka. Malshiras, District. Solapur.",Nala,Nira,Nira ,Solapur,Maharashtra,Maharashtra PCB,Monthly,None,B (Outdoor bathing(Organized)),#N/A,None,Clear,Greater than 100cm,"Bathing,Washing,Others",No,Clear,None,0,30,5.3,8.3,587,5.4,0.77,70,540,17,6.15,5(BDL),104,59.48,20,1.68,0.44,166,88,78,34.04,69.64,465,374,24,0.73,0.5(BDL),4.45,0.3,NA,17° 53.339’,75° 01.541’
5995,08-08-2025,Aug,11:10:00,"Ujani dam pumping station, Dist- Solapur ",Dam,NA,NA,Solapur,Maharashtra,Maharashtra PCB,Monthly,None,C (Drinking water source),#N/A,None,Clear,Greater than 100cm,"Bathing,Washing,Cultivation,Fishing,Boating,Gardening,Tourism Spot",No,Clear,None,0,28,6.2,8.3,734,4,0.55,26,110,2,2.12,5(BDL),134,69.98,12,1.68,0.52,208,110,98,37.88,30.91,580,472,14,0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),NA,NA,NA
